reference	ppi_relations	set
18719106	HLTF=proliferating cell nuclear antigen; SHPRH=proliferating cell nuclear antigen; Rad5=Ubc13; Ubc13=Mms2; Rad5=Mms2; Rad5=proliferating cell nuclear antigen; Ubc13=proliferating cell nuclear antigen; Mms2=proliferating cell nuclear antigen; HLTF=UBC13; HLTF=PCNA; HLTF=SHPRH; SHPRH=PCNA; HLTF=PCNA	Train
18775504	SK1=subunit 7; CCTeta=SK1; SK1=CCT/TRiC; CCT/TRiC=SK1; CCT/TRiC=SK1; SK1=CCT/TRiC	Train
18804371_10	Fz=Dsh; Stbm=Pk; Fmi=Fz; Fmi=Dsh; Fz=Dsh; Fmi=Stbm; Fmi=Pk; Stbm=Pk	Train
18805086_7	RAR=RXR; RAR=RXR; RA=RA receptors; RA=RARalpha; RA=RARbeta; RA=RARgamma; RA=retinoid X receptors; RA=RXRalpha; RA=RXRbeta; RA=RXRgamma; RA=RA receptors; RA=RARalpha; RA=RARgamma; all-trans-RA=RA receptors; all-trans-RA=RARbeta; all-trans-RA=RARgamma; 9-cis-RA=RXRgamma; 9-cis-RA=RXRbeta; 9-cis-RA=RXRalpha; 9-cis-RA=retinoid X receptors; 9-cis-RA=RXR; RXR=RAR; RA=RXR	Train
18818768_15	Sky1=Npl3	Train
18840095_26	MED23=CDK8; MED1=MED23; MED1=CDK8	Train
18946085	Borealin=INCENP; Borealin=Survivin; Borealin=Aurora B; INCENP=Survivin; INCENP=Aurora B; Survivin=Aurora B; RanBP2=CPC; SENP3=Borealin; SENP3=Borealin	Train
18950639_9	PIKfyve=ArPIKfyve; ArPIKfyve=Sac3; PIKfyve=Sac3; PIKfyve=ArPIKfyve; ArPIKfyve=Sac3; PIKfyve=Sac3; Sac3=PIKfyve; PIKfyve=ArPIKfyve; Sac3=ArPIKfyve; ArPIKfyve=PIKfyve; ArPIKfyve=PIKfyve; PIKfyve=Sac3; PIKfyve=ArPIKfyve; ArPIKfyve=Sac3; PIKfyve=Sac3	Train
18955570_20	CSF2RAWT=GM-CSF; CSF2RB=GM-CSF; GM-CSF=STAT5	Train
18974846_32	ADAM22=LGI1; ADAM22=LGI1; LGI1=ADAM11; LGI1=ADAM22; LGI1=ADAM23; ADAM23=LGI1; ADAM22=LGI1; ADAM11=LGI1; ADAM23=LGI1; ADAM22=LGI1; ADAM11=LGI1; ADAM22=LGI1	Train
19001095	DHHC7=Galpha; DHHC3=Galpha; DHHC7=Galpha(q); DHHC7=Galpha(s); DHHC7=Galpha(i2); DHHC3=Galpha(q); DHHC3=Galpha(s); DHHC3=Galpha(i2); DHHC3=Galpha(q; DHHC3=11); DHHC7=Galpha(q; DHHC7=11)	Train
19011240	Mia40=Erv1; Mia40=Erv1	Train
19011241	ATase1=BACE1; ATase2=BACE1; ATase1=BACE1; ATase2=BACE1	Train
19015234	SF-1=CDK7; CDK7=SF-1	Train
19019082_25	Hrs=amyloid beta A4 protein; Hrs=APP-like protein 2; Hrs=APP	Train
19020623	Calcium=calpain; calpastatin=calpain; calpain 2=calcium; calpastatin=calpain 2; calpastatin=calcium; Calpastatin=calpain; calpastatin=calpain; calcium=calpain; calcium=calpain; calpastatin=calpain	Train
19079338_27	IQGAP1=Rac1; IQGAP1=Cdc42; IQGAP1=Rac1; menin=IQGAP1; Rac1=IQGAP1; Rac1=IQGAP1; Rac1=IQGAP1; menin=IQGAP1; Rac1=IQGAP1; Rac1=IQGAP1	Train
19081074	HDAC6=BBIP10	Train
19081374	CREST=BRG1; CREST=BRG1; Rb=HDAC; calcineurin=Rb; CREST=BRG1	Train
19112497	TRAF6=TRAF6; TAK1=TAB1; TAK1=TAB2; TAB1=TAB2; TAK1=TAB1; TAB1=TAB2; TAK1=TAB2; TRAF6=TAK1; TRAF6=TAB1; TRAF6=TAB2; TAK1=TAB1; TAB1=TAB2; TAK1=TAB2; TRAF6=TAK1; TRAF6=TAB1; TRAF6=TAB2; TRAF6=IKKgamma	Train
1911548	p50=p65	Train
19146979	GAP-43=Galpha(o); GTPgammaS=Galpha(o); GAP-43=Galpha(o); GTPgammaS=Galpha(o)	Train
19170545_30	hTHEM2=CoA; hTHEM2=CoA	Train
19170759_31	Poleta=REV1; Poleta=REV1; Poleta=REV1; REV1=Poleta	Train
19183285_19	UvrB=UvrA; Mfd=UvrA	Train
19185494	Dyn1=Num1	Train
19192479	Cdk=Cyclin; Cdc25=Cdk; Cdc25=Cyclin; Cyclin=Cdk; Cdk1=Cyclin A; 2=Cyclin A; Cdk1=Cyclin B; Cdk1=Cyclin B	Train
19194460_9	Rai1=Rat1; Rat1=Rai1; Rat1=Rai1; Rat1=Rai1	Train
19194512_75	Tah18=Dre2; Dre2=iron; Tah18=Dre2; Dre2=Tah18; iron=Dre2; Dre2=Tah18; Dre2=Tah18	Train
19204372	Axin=APC; Axin=APC	Train
19224332	SARS-CoV helicase=Ddx5; SARS-CoV helicase=Ddx5; SARS coronavirus helicase=Ddx5	Train
19239245	fMet-tRNA=ribosome	Train
19286518	CLOCK=histone; CLOCK=BMAL1	Train
19287006	TYW4=S-adenosylhomocysteine; TYW4=SAM	Train
19289088_26	Cdc42=PAK2	Train
19328066_4	Mex67=Mtr2; NXF1=NXT1; TAP=P15; Mex67=Mtr2; Mex67=Mtr2; Mtr2=nuclear pore proteins; Mex67=nuclear pore proteins; Yra1=Sub2; THO=Sub2; THO=Yra1	Train
19328198	CD81=CD9; CD81=EWI-2	Train
19351884	eyes absent=histone H2A.X; WSTF=H2A.X; Eyes Absent=histone H2A.X; EYA3=H2A.X; EYA2=H2A.X; eya3=H2A.X	Train
19363159	Mdm2=beta-arrestin2; ubiquitin-specific protease 33=beta-arrestin2; ubiquitin-specific protease 33=beta-arrestins; beta(2)AR=beta-arrestin; vasopressin V2R=beta-arrestin; USP33=beta-arrestin	Train
19363486_7	Cdk5=talin	Train
19366733	actin=INF2	Train
19410543	RAD6=H2B; hBRE1=H2B; hPAF=hBRE1; hRAD6=hBRE1; hRAD6=H2B; hBRE1=hRAD6; hBRE1=H2B; hRAD6=H2B; hSET1=H3K4	Train
19451218	JMJD3=H3K27; EZH2=H3K27; JMJD3=Histone	Train
19465924	acyl protein thioesterase 1=Galpha(13); APT1=Galpha(13)	Train
19479062_45	TRAF6=IPS-1; TRAF3=IPS-1	Train
19508429	Syntaxin 1=SNAP25; SNAP25=VAMP2; Syntaxin 1=VAMP2; syntaxin 1=VAMP2; SNAP25=VAMP2; Synaptotagmin=SNARE	Train
19570983	Lat1=Kgd2; pyruvate dehydrogenase=alpha-ketoglutarate dehydrogenase; Gcv3=H protein; LIP3=Lat1; LIP3=Kgd2; H protein=GCV3; GCV3=Lat1; GCV3=Kgd2; LIP2=Lat1; LIP2=Kgd2; LIP2=Gcv3; LIP2=H protein; LIP5=Lat1; LIP2=Kgd2; LIP5=Gcv3; LIP5=H protein; Lip2=Lip3; Lip2=Lip5; Lip2=Gcv3; Lip3=Lip5; Lip3=Gcv3; Lip5=Gcv3	Train
19580544_2	spartin=AIP4; spartin=AIP5; spartin=AIP5; spartin=AIP4; spartin=ITCH	Train
19589782	HIF-1alpha=p300; HIF-alpha=p300; HIF-1alpha=p300	Train
19596236_24	SLX1=SLX4; SLX1=SLX4; SLX1=SLX4	Train
19596852	DHHC2=PSD-95	Train
19602036_66	MeCP2=Brm; MeCP2=mSin3A; MeCP2=mSin3A; Brg1=MeCP2; Brg1=MeCP2; MeCP2=Brg1; Brg1=MeCP2	Train
19608646	eNOS=caveolin-1; CAV-1=eNOS; CAV-1=eNOS; eNOS=CAV-1	Train
19617556	Dcn1=Cul; Dcn1=Ubc12; Dcn1=Cul; DCNL3=Culs; DCNL1=Culs; DCNL2=Culs; Dcn1=Culs; DCNL3=Culs; Dcn1=Culs; DCNL2=Culs; DCNL1=Culs; DCNL3=Cul; Cul3=DCNL3; DCNL=Cul; DCNL3=Cul3	Train
19622798	p300=PARP1	Train
19644450	ARF6=JIP4; JNK=JIP3; JNK=JIP4; ARF6=JIP3; ARF6=JIP4; JIP4=kinesin-1; JIP4=dynactin; JIP3=kinesin-1; JIP3=dynactin; ARF6=JIP4; ARF6=JIP4; JIP4=ARF6; ARF6=JIP4; JIP4=ARF6; ARF6=JIP3; ARF6=JIP4; ARF6=JIP4; ARF6=JIP4; ARF6=JIP3; ARF6=GTP; ARF6=GTP; JIPs=kinesin-1; JIPs=dynactin; ARF6=ARF6	Train
19656241	IkappaB kinase=IkappaBalpha; SCF-type E3-ligase=IkappaB; CSN=IkappaB; SCF=IkappaB; IKK=IkappaBalpha; IKK=Csn5; IKK=CSN; SCF=IkappaBalpha	Train
19665973	FGFR1=phospholipase Cgamma; phospholipase Cgamma=FGFR1	Train
19690147_51	Sprouty2=B-Raf; B-Raf=Sprouty2	Train
19703992	MLL1=H3K4; Set1/COMPASS=H3K4; Set1A=H3K4; Set1B=H3K4; MLL1=H3K4; MLL4=H3K4; Mll1=H3K4; Mll1=Hox; menin=Mll1; menin=Mll2; menin=H3K4; Mll1=H3K4	Train
19706536	HPK1=CARMA1; HPK1=CARMA1; HPK1=CARMA1; HPK1=CARMA1; HPK1=CARMA1; HPK1=CARMA1; HPK1=CARMA1; PKC=CARMA1; HPK1=CARMA1	Train
19706539	ubiquitin-specific protease 33=von Hippel-Lindau tumor suppressor (VHL) protein; ubiquitin-specific protease 33=Robo1	Train
19706679	Centrins=Ca(2+); human polycomb protein 2=centrin-2; centrin-2=XPC; centrin-2=XPC	Train
19736312	Vinculin=F-actin	Train
19740108	P49366=eIF-5A; Q8I701=eIF-5A	Train
19748355_36	FBPs=Cul1p; Pof1p=Cul1p; CAND1=Cul1p; Pof7p=Cul1p; Pof3p=Cul1p	Train
19764817_11	TPQ=AGAO; Clonidine=bovine serum amine oxidase; TPQ=bovine serum amine oxidase	Train
19779455	PIASy=PARP-1; PIASy=PARP-1; RNF4=PARP-1; RNF4=PARP-1	Train
19786833	Dnmt3a=c-myc; Dnmt3a=CREB; Dnmt3a=FOS; Dnmt3b=CREB; Dnmt3b=FOS; Dnmt3a=AP2alpha; Dnmt3a=p53; Dnmt3b=SP1; Dnmt3b=SP4; Dnmt3a=Dnmt3b	Train
19809571_8	cortactin=Hip1R; clathrin=actin; clathrin=cortactin	Train
19815555	BAP1=HCF-1; BAP1=HCF-1; HCF-1N=HCF-1C; HCF-1=BAP1; BAP1=HCF-1N; BAP1=HCF-1N; BAP1=HCF-1; BAP1=HCF-1	Train
19843541	TFTC/STAGA=ATXN7	Train
19864490	consortin=connexins; Consortin=GGA1; Consortin=GGA2; GGA1=clathrin; GGA2=clathrin	Train
19893624	Triad3A=tumor necrosis factor receptor-associated factor 3; Triad3A=TRAF3; Triad3A=TRAF3; TRAF3=MAVS; Triad3A=TRAF3	Train
19895577	TbSIR2RP1=histone H1.1	Train
19898473_14	TLR4=TRIF; TLR4=MyD88; cIAP2=TLR4; cIAP2=TLR4; cIAP2=MyD88; dynasore=dynamin; MyD88=TLR4; cIAP2=TLR4; TRIF=TLR4; MyD88=TLR4; TRIF=TLR4; TRIF=TLR4; MyD88=TLR4	Train
19906707	SMC1=Rad21	Train
19914245	c-Abl=MAVS; mitochondrial antiviral signaling (MAVS) protein=c-Abl; MAVS=c-Abl; c-Abl=MAVS	Train
19915589	PP2A=condensin II; PP2A=condensin II	Train
19917606	protein kinase A=VACM-1; protein kinases A=VACM-1; C=VACM-1; PKA=VACM-1; PKC=VACM-1; PKA=VACM-1	Train
19955185	PPARalpha=NCoR; PPARalpha=SMRT; PPARalpha=SRC1; PPARalpha=CBP; PIASy=hPPARalpha; hPPARalpha=NCoR; hPPARalpha=SMRT; hPPARalpha=NCoR; peroxisome proliferator-activated receptor alpha=NCoR	Train
19955409	Cul3=Hedghog-induced MATH and BTB domain-containing protein; Hedghog-induced MATH and BTB domain-containing protein=SPOP; Cul3=SPOP; Cul3=HIB; HIB=SPOP; Cul3=SPOP; Ci=HIB; HIB=Ci; HIB=SPOP	Train
20015075_24	collagen=GPVI; (GPO)10=GPVI; GCO-(GPO)10-GCOG-NH2=GPVI; vWF=collagen; RGQOGVMGF=collagen; GPC-(GPP)5-GPOGPSGPRGQOGVMGFOGPKGNDGAO-(GPP)5-GPC-NH2=collagen; GFOGER=integrin alpha2beta1; GPC(GPP)5GFOGER(GPP)5GPC=integrin alpha2beta1	Train
20019888_2	Noc4p=Nop14p; Noc4p=Nop14p; Noc4p=Nop14p; pre-ribosomes=Noc4p	Train
20043992_14	IRF-3=CBP; IRF-3=p300; IKKepsilon=IRFs; TBK1=IRFs; IKKepsilon=IRF-3; IKKepsilon=IRF-5; IKKepsilon=IRF-7; TBK1=IRF-3; TBK1=IRF-5; TBK1=IRF-7	Train
20047764	TRAF2=TICAM-1; TRAF6=TICAM-1; TRAF1=TICAM-1; 2=TICAM-1; 6=TICAM-1; TRAF2=TICAM-1; TRAF2=TICAM-1; TRAF6=TICAM-1; TRAF2=TICAM-1; TRAF6=TICAM-1; TRAF2=TICAM-1; TRAF2=TICAM-1; 6=TICAM-1; TRAF2=TICAM-1; 6=TICAM-1; TRAF6=TICAM-1; TRAF2=TICAM-1; TRAF6=TICAM-1; TRAF2=TICAM-1; TRAF3=TICAM-1	Train
20080676	UBR2=histone; UBR2=histone H2A; UBR2=HR6B; UBR2=H2A; HR6B=H2A; UBR2=H2A; UBR2=histone	Train
20084082	KIAA1718=histone; KIAA1718=histone	Train
20098713	Pc2=Pc2; Pc2=CtBP; Pc2=CtBP	Train
20101219	NEDD8=NEDD8 ultimate buster 1	Train
20118233	Glp=p53; G9a=p53; G9a=p53; Glp=p53; Glp=p53; G9a=p53; G9a=p53; Glp=p53	Train
20129057	Pol eta=PCNA; Pol eta=PCNA; PCNA=Pol eta; ubiquitin=Pol eta	Train
20144990	TORC1=S6; TORC1=Rps6; TORC1=Rps6; FKBP12=rapamycin; TORC1=Rps6; Tor2=FKBP12; Tor2=rapamycin	Train
20214800_12	MOR=GPR177	Train
20230748_41	Ift20=Ift80	Train
20235143	p53=HDM2; p53=HDM2; HDM2=p53; p53=HDM2; Nutlin-3=HDM2	Train
20300531	PIASy=VHL; VHL=HIFalpha; PIASy=VHL; PIASy=VHL; PIASy=VHL	Train
20347429_42	MHF1=MHF2; MHF1=MHF2; MHF1=FANCM; MHF1=FANCM; MHF1=MHF2; FANCM=FAAP24; MHF1=MHF2	Train
20404999_54	IscS=IscU; IscS=TusA; IscS=IscU	Train
20421945	nsp16=nsp1; nsp16=nsp10	Train
20436459	Polycomb repressive complex=Histone H2A; Polycomb repressive complex 1=histone H2A; dRing-associated factors=histone H2A; Calypso=ASX; PR-DUB=H2A; Calypso=ASX; Calypso=H2A; PRC1=H2A; dRAF=H2A; PR-DUB=H2A	Train
20457806	Mds3=Sit4; rapamycin=TOR	Train
20461437	Sprouty2=c-Cbl; c-Cbl=Sprouty2	Train
20462493_9	HR2=HYL1	Train
20463170	dual-specificity phosphatase=MAPK	Train
20483783_41	HLA-F=MHC-I; HLA-F=MHC-I; MHC-I=HLA-F	Train
20495530	UBPY=Frizzled; UBPY=Frizzled	Train
20498050	SUMO1=K2P1; SUMO1=K2P1	Train
20506188_27	BRG1=INI1; INI1=BAF155; BRG1=BAF155; RUNX1=SWI/SNF; RUNX1=BRG1; RUNX1=INI1; RUNX1=BAF155; RUNX1=SWI/SNF	Train
20516063	histone deacetylase=BZLF1; SENP=BZLF1; BZLF1=histone deacetylase 3	Train
20530210_2	IFT subcomplexes A=B; IFT subcomplexes A=B	Train
20530572	BTC=ErbB1; BTC=ErbB4	Train
20580052	M protein=S protein; S=M protein; S protein=M protein	Train
20581839	JNK=Cdh1	Train
20590657	XA21=Ax21; Ax21=XA21; XA21=Ax21	Train
20603001_10	TACT1=BBSome; TACT1=Arl6GTP; Arl6GTP=BBSome; BBS1=Arl6GTP; BBS1=Arl6GTP; BBSome=Arl6GTP	Train
20622854	PHF8=histone H4; PHF8=H3K9me1; PHF8=2; PHF8=H3K27me2; PHF8=H4K20me1; PHF8=H3K4me2; PHF8=3; PHF8=H4K20me1; N-CAPD3=N-CAPG2; PHF8=H4K20me1; N-CAPD3=H4K20me1; N-CAPG2=H4K20me1	Train
20634189	STAG3=REC8; STAG3=SMC1 beta; SMC3=SMC1 beta; SMC3=STAG3; SMC3=REC8; SMC1 beta=REC8; REC8=STAG3; REC8=SMC1 beta; REC8=SMC3; STAG3=SMC1 beta; STAG3=SMC3; SMC1 beta=SMC3; REC8=STAG3; REC8=SMC1 beta; REC8=SMC3; STAG3=SMC1 beta; STAG3=SMC3; SMC1 beta=SMC3	Train
20637885_14	ArfGAP1=coatomer; ArfGAP1=SNARE; ArfGAP1=coatomer; Arf GAP=coatomer	Train
20659444	CAND-1=cullin; CAND-1=cullins; CAND-1=CUL-2; CAND-1=CUL-4	Train
20660154_29	mDia2=RhoA; mDia2=Rho; Rho=mDia2; mDia1=RhoA; mDia2=RhoA; mDia1=RhoA; RhoA=mDia2	Train
20679435_60	GTP=RhoG; GTP=Rac1	Train
20701745_25	KPNA7=importin beta	Train
20730098_41	collagen=alpha2beta1; collagen=GpVI; VWF=collagen	Train
20804727_33	Tacc3=Int3; Rbpj=Int3; Tacc3=Int3; Int3=Rbpj; Rbpj=Int3; Tacc3=Int3; Rbpj=Int3	Train
20805357	BAP1=YY1; BAP1=HCF-1; YY1=HCF-1; BAP1=host cell factor 1; BAP1=host cell factor 1; BAP1=HCF-1; BAP1=Yin Yang 1; HCF-1=Yin Yang 1; BAP1=YY1; HCF-1=YY1; HCF-1=YY1; HCF-1=BAP1; YY1=BAP1	Train
20808795_28	Galpha=Gbetagamma; GPCRs=Go; Galphao=GDP	Train
20808924_23	OppA=KAK	Train
20829795	Gcn5=histone; alpha-tubulin acetyltransferase=alpha-tubulin; MEC-17=alpha-tubulin; MEC-17=alpha-tubulin; MEC-17=MEC-12; W06B11.1=MEC-12; W06B11.1=MEC-12; MEC-17=MEC-12; MEC-17=alpha-tubulin	Train
20856203	transforming growth factor (TGF)-beta=endoglin	Train
20889753	YajL=ribosomes	Train
20940148	parkin=ataxin-3; ataxin-3=parkin; ataxin-3=parkin; ataxin-3=parkin; ataxin-3=parkin	Train
20953180_26	Pup=Mpa; Pup=Mpa; Pup=Mpa	Train
20965415_49	DNA polymerase=MCM; ATR=ATRIP; RPA=ATRIP; RPA=ATRIP; RPA=ATR; 5=RFC2; RFC2=RAD17; 5=RAD17; RAD9=HUS1; HUS1=RAD1; RAD9=RAD1; RAD9=TOPBP1; HUS1=TOPBP1; RAD1=TOPBP1; 9-1-1=TOPBP1	Train
20966048	PR-Set7=histone H4; cyclin-dependent kinase 1=cyclinB; cyclin-dependent kinase 1=PR-Set7; cyclinB=PR-Set7; PR-Set7=anaphase-promoting complex; APC=PR-Set7; Cdc14=PR-Set7	Train
20972456	TRIM=Ubc9; TRIM=Ubc9; TRIM=p53; TRIM=Mdm2	Train
21042649	STC1=SUMO-1; STC1=SUMO-1	Train
21057510_13	IL-6=gp130; IL-27p28=gp130; IL-27=gp130; IL-6=gp130; IL-11=gp130	Train
21059642	cyclin-dependent kinase=RUNX1; RUNX1=HDAC1; RUNX1=HDAC3; cdks=RUNX1; RUNX1=p300; RUNX1=HDAC1; RUNX1=HDAC3; RUNX1=HDAC1; RUNX1=HDAC3; RUNX1=HDAC1; RUNX1=HDAC3; RUNX1=HDAC1; cdk1=cyclinB; cdk1=RUNX1; RUNX1=HDAC; RUNX1=HDAC; cyclinB=RUNX1	Train
21068237	ACE2=transmembrane protease/serine subfamily member 2	Train
21074459	TRIM56=STING; TRIM56=STING; STING=TBK1	Train
21087996_14	SAM=Nep1	Train
21131967	SETD6=RelA; SETD6=RelA; SETD6=RelA; GLP=histone H3; protein kinase C-zeta=RelA; GLP=RelAK310me1; GLP=RelAK310me1	Train
21152083	Acyl-protein thioesterase 2=GAP-43; APT-2=GAP-43; APT-2=GAP-43	Train
21169485	LptA=LptC; LptA=LptC; LptC=LptA	Train
21169563	F-box proteins=Skp1; F-box proteins=Cul1; Cul1=Skp1; Cul1=FBPs; FBPs=Cul1; FBP=SCF ubiquitin ligases	Train
21187453_35	LXR=RXR; LXR=RXR	Train
21189291	Rad21=Swi6	Train
21196496	NSD1=histone H3K36; NSD1=histone; NSD1=histone H3; NSD1=H3K36; NSD1=H3K36; H3K36=S-adenosyl-L-methionine; NSD1=H3K36	Train
21215368_2	Cul4=Epe1; Cul4=Ddb1; CK2=Swi6	Train
21224387_25	TAZ=Amot; TAZ=AmotL1; YAP=TAZ; TEAD1=4; TAZ=TEAD1; YAP=TEAD1; TAZ=4; YAP=4	Train
21239494	USP17=SDS3; SDS3=Sin3A; histone deacetylase=Sin3A; histone deacetylase=SDS3; USP17=SDS3; USP17=SDS3; USP17=SDS3; SDS3=HDAC; USP17=SDS3; USP17=SDS3; USP17=SDS3	Train
21262971	DEP-1=FLT3; DEP-1=FLT3; DEP-1=FLT3	Train
21282463_38	XPB=XPA; XPB=RPA; XPB=XPA; XPB=RPA; XPB=RPA; XRCC1=RPA; RPA=Poldelta; XRCC1=Poldelta	Train
21282610	SET8=Histone H4; SET8=H4K20; SET8=lymphoid enhancing factor-1; LEF1=SET8; SET8=H4K20; SET8=histone; SET8=histone	Train
21296186_39	Coq9=Coq4p; Coq9=Coq6p; Coq9=Coq7p; Coq9=Coq; Coq8=Coq9p; Coq8p=Coq9p; Coq8=Coq	Train
21299499_5	IQGAP=small GTPases; CaM=IQGAP; actin=N-WASP	Train
21366928_31	HP4=HP1; HP4=HP6; LHR=HP6; HP1=HP6; LHR=HP1; HP4=HP1; HP5=HP1; LHR=HP6; HP4=HP6; HP5=HP6; LHR=HP1; LHR=HP1; HP4=HP1; HP5=HP1; LHR=HP6; HP4=HP6; HP5=HP6; LHR=HP1; HP4=HP1; HP5=HP1; LHR=HP6; HP4=HP6; HP5=HP6; LHR=HP1; HP4=HP1; HP5=HP1; HP1=HP6	Train
21402695	Smurf1=RhoA	Train
21422170_19	NKp30=B7-H6; NKp30=B7-H6; NKp30=B7-H6; NKp30=B7-H6; CTLA-4=B7-1; PD-1=PDL1; B7-H6=NKp30; NKp30=B7-H6	Train
21430779_2	SETDB1=histone H3	Train
21463458	Rtt109=H3; Vps75=Rtt109; Kap60=Kap95; Vps75=Rtt109; Rtt109=Vps75; Vps75=Rtt109; Rtt109=H3; Vps75=H3; Rtt109=histones; Rtt109=histone; Vps75=Rtt109; Nap1=histone; Vps75=histone; Rtt109=Vps75	Train
21464368	protein O-fucosyltransferase 1=Notch receptors	Train
21482778	G-protein=GPCR	Train
21527249_32	SENP1=SAFB1	Train
21532585	PHF2=ARID5B; PHF2=histone; ARID5B=histone; PHF2=ARID5B; PHF2=histone; ARID5B=histone; PKA=PHF2; PHF2=H3K9Me2; PHF2=ARID5B; PHF2=ARID5B; PHF2=ARID5B; PHF2=H3K9Me2; ARID5B=H3K9Me2; PHF2=ARID5B	Train
21532587_7	TRAPPI=Sec23p; COPII=TRAPPI	Train
21550984	p55=H3; p55=H4; p55=Su(z)12; Nurf55=histone H4; Nurf55=histone H3; Su(z)12=Nurf55; histone H4=Nurf55; Nurf55=Su(z)12; Nurf55=histone H4; PRC2=Nurf55; Nurf55=histone H3; Nurf55=histone H4; Nurf55=Su(z)12; Nurf55=H3; Nurf55=H3	Train
21554500	SENP2=Aurora-B; VX-680=Aurora	Train
21573187_5	TUB4=SPC97; TUB4=SPC98; Tub4=Spc98; Tub4=Spc97; Spc97=Spc98; Spc97=Spc98; Spc97=Tub4; Spc98=Tub4	Train
21596310_6	L3MBTL2=PcG	Train
21596315	APC=CDH1; anaphase-promoting complex=CDC20; anaphase-promoting complex=CDH1; APC=CDH1; APC=cyclin A; APC=CDH1; USP37=CDH1; USP37=cyclin A; CDK2=USP37; CDK2=USP37; APC=CDH1	Train
21658004	tropomyosin=actin; tropomyosin=actin; Cdc8=actin; Cdc8=actin; Tm=actin; actin=Cdc8	Train
21680713_16	CK1gamma1=Claspin	Train
21774791	PRMT6=H2AR29; PRMT6=H2A	Train
21806555	dopamine D2=adenosine A2A receptor; dopamine D2=adenosine A2A receptor	Train
21835666_13	Sgt2FLAG=Sec22; Get4=Get5; Sec22=Get3; Get4=Get5; Get3=Sec22; Get3=Sgt2; Get4=Get5; Get4=Get5; Get4=Get5	Train
21840311	MEMO=PYD; MEMO=PYD	Train
21878643	casein kinase 2=Daz interacting protein 1; protein phosphatase 2As=Daz interacting protein 1; CK2=Dzip1; PP2As=Dzip1; PP2As=Dzip1; CK2=Dzip1; CK2=Dzip1; PP2As=Dzip1	Train
21931591_7	XIAP=RIP3; XIAP=RIP4; cIAP1=RIP3; cIAP1=RIP4; cIAP2=RIP3; cIAP2=RIP4; cIAP1=RIP; cIAP2=RIP; cIAP1=RIP; cIAP1=RIP4	Train
21940857	Ubc12=Cul1; Ubc12=Dcn1	Train
22031296	DHHC-7=sex steroid receptors; -21=sex steroid receptors; -21=sex steroid receptors; DHHC-7=sex steroid receptors; -21=ER; -21=PR; -21=AR; DHHC-7=ER; DHHC-7=PR; DHHC-7=AR	Train
22045334	Smurf2=Smad3; Smurf2=Smad3; Smurf2=Smad3; Smurf2=Smad3; Smurf2=Smad3; Smurf2=Smad3	Train
22064484	RNF34=PGC-1alpha; RNF34=PGC-1alpha; RNF34=PGC-1alpha; RNF34=PGC-1alpha; RNF34=PGC-1alpha; RNF34=PGC-1alpha	Train
22069710_6	diphtheria toxin=heparin binding epidermal growth factor precursor	Train
22099308	NSD2=histone H3; NSD2=histone; NSD2=histone H3; NSD2=H3K36me2; NSD2=H3K36me2; NSD2=H3K36me2	Train
22101327	Esco2=Cohesin; Sororin=cohesin; Esco2=cohesin; Esco2=cohesin	Train
22108505	Wls=Wnt; Porcupine=Wnt; Wls=Wnts; Wls=Wg; Wls=Wnts; Wls=Wnts; Por=Wnts	Train
22137580	RNA Pol II-associated protein 2=Integrator; RNA Pol II-associated protein 2=Pol II; RPAP2=Pol II; RPAP2=Integrator	Train
22153078	Sec22b=syntaxin 4	Train
22153499_7	mCSF-1=mCSF-1R; c-kit=Stem Cell Factor	Train
22155231	TcpB=MyD88; TcpB=MyD88; TcpB=TIRAP; TcpB=TIRAP; TcpB=MyD88; TcpB=MyD88; MyD88=MyD88; MyD88=MyD88; MyD88=MyD88; MyD88=MyD88; MyD88=MyD88	Train
22159419	ARL4A=GCC185; GCC185=ARL4A; ARL4A=GCC185; GCC185=CLASP1; GCC185=CLASP2; GCC185=CLASPs	Train
22177953	RAF=MEK1; ERK=MEK1	Train
22178396	APC/C=Cdh1; APC/C=Cdh1; GLP=histone H3K9; G9a=histone H3K9; APC/C=GLP; APC/C=G9a; Cdh1=GLP; Cdh1=G9a; APC/C=Cdh1; APC/C=Cdh1	Train
22179786_4	MutL=MutS; Msh2=Msh6; Msh2=Msh3	Train
22196728	Smad2=3; TRIM33=Smad2; TRIM33=3; Smad2=3; Smad4=Smad2; Smad4=3; TRIM33=Smad2; Smad2=3; TRIM33=3; 3=H3K9me3; Smad2=H3K9me3; TRIM33=H3K9me3; TRIM33=Smad2; TRIM33=3; Smad2=3; 3=H3K9me3; Smad2=H3K9me3; TRIM33=H3K9me3; 3=H3K18ac; Smad2=H3K18ac; TRIM33=H3K18ac; TRIM33=Smad2; TRIM33=3; Smad2=3; Smad2=Smad4; 3=Smad2; 3=Smad4	Train
22238360	NUP107=MAD1; NPP-5=MAD1; NUP96=ELYS; NUP96=NUP133; ELYS=NUP133	Train
22267219_9	Akt=Foxo	Train
22304967_2	XIAP=TCF/Lef; XIAP=Groucho (Gro)/TLE; Gro/TLE=TCF/Lef; beta-catenin=TCF/Lef; XIAP=Gro/TLE; Gro/TLE=TCF/Lef	Train
